SeqId,NussinovFolderFolding Tns,
seq_250_18,9611179,
seq_250_19,10044813,
seq_250_20,9573986,
seq_250_21,9540722,
seq_250_22,10204972,
seq_250_23,9441325,
seq_250_24,10208974,
seq_250_25,10032505,
seq_250_26,9384231,
seq_250_27,9203508,
seq_250_28,9831061,
seq_250_29,9610894,
seq_250_30,9579014,
seq_250_31,9920755,
seq_250_32,9073268,
seq_250_33,9452609,
seq_250_34,9703893,
seq_250_35,10259712,
seq_250_36,10109450,
seq_250_37,9711609,
seq_250_38,9560673,
seq_250_39,9459363,
seq_250_40,9504878,
seq_250_41,9293608,
seq_250_42,9717165,
seq_250_43,9557054,
seq_250_44,9430905,
seq_250_45,9856398,
seq_250_46,9492306,
seq_250_47,9427156,
seq_250_48,9814851,
seq_250_49,9408254,
seq_250_50,9709888,
seq_250_51,10260208,
seq_250_52,9348273,
seq_250_53,9594511,
seq_250_54,9361294,
seq_250_55,9685229,
seq_250_56,9874011,
seq_250_57,9276539,
seq_250_58,9719355,
seq_250_59,9406277,
seq_250_60,10175747,
seq_250_61,9545947,
seq_250_62,10554518,
seq_250_63,9785393,
seq_250_64,10002298,
seq_250_65,9850605,
seq_250_66,9558375,
seq_250_67,9650032,
seq_250_68,10535685,
seq_250_69,9486616,
seq_250_70,9506625,
seq_250_71,9882445,
seq_250_72,9528907,
seq_250_73,9802964,
seq_250_74,9671666,
seq_250_75,9946394,
seq_250_76,9408930,
seq_250_77,9435316,
seq_250_78,9652941,
seq_250_79,9400727,
seq_250_80,9739785,
seq_250_81,9719288,
seq_250_82,9860921,
seq_250_83,9584033,
seq_250_84,10376214,
seq_250_85,9827432,
seq_250_86,9601339,
seq_250_87,9550711,
seq_250_88,9301507,
seq_250_89,9568362,
seq_250_90,9667281,
seq_250_91,9681709,
seq_250_92,9880200,
seq_250_93,9493525,
seq_250_94,9452964,
seq_250_95,9599960,
seq_250_96,9649775,
seq_250_97,10224574,
seq_250_98,9189947,
seq_250_99,9810611,
seq_260_0,11444464,
seq_260_1,10525163,
seq_260_2,10236699,
seq_260_3,10380685,
seq_260_4,10845372,
seq_260_5,10848296,
seq_260_6,10679737,
seq_260_7,11315378,
seq_260_8,11049512,
seq_260_9,10543770,
seq_260_10,11165443,
seq_260_11,10758247,
seq_260_12,14393693,
seq_260_13,10544140,
seq_260_14,10286630,
seq_260_15,10812500,
seq_260_16,10167451,
seq_260_17,10207862,
seq_260_18,10677060,
seq_260_19,10735970,
seq_260_20,10743418,
seq_260_21,10606515,
seq_260_22,10525399,
seq_260_23,10866967,
seq_260_24,11045247,
seq_260_25,10561856,
seq_260_26,10757611,
seq_260_27,10551030,
seq_260_28,10283596,
seq_260_29,10391697,
seq_260_30,11326800,
seq_260_31,10772893,
seq_260_32,10390469,
seq_260_33,10223084,
seq_260_34,10731420,
seq_260_35,10819788,
seq_260_36,10591228,
seq_260_37,9996792,
seq_260_38,10785809,
seq_260_39,10973808,
seq_260_40,10410819,
seq_260_41,10070419,
seq_260_42,11663234,
seq_260_43,10939726,
seq_260_44,10264168,
seq_260_45,10659144,
seq_260_46,10692392,
seq_260_47,11035113,
seq_260_48,11063682,
seq_260_49,10190990,
seq_260_50,10947803,
seq_260_51,10853406,
seq_260_52,10495997,
seq_260_53,10386469,
seq_260_54,10630382,
seq_260_55,10767976,
seq_260_56,10479478,
seq_260_57,9956738,
seq_260_58,11071415,
seq_260_59,10412019,
seq_260_60,10767934,
seq_260_61,10727927,
seq_260_62,10668109,
seq_260_63,10470555,
seq_260_64,10837447,
seq_260_65,10150094,
seq_260_66,10607355,
seq_260_67,10684470,
seq_260_68,10515170,
seq_260_69,10520432,
seq_260_70,10534581,
seq_260_71,10753721,
seq_260_72,10310406,
seq_260_73,10613962,
seq_260_74,10868685,
seq_260_75,10388296,
seq_260_76,11005569,
seq_260_77,10692799,
seq_260_78,10668793,
seq_260_79,10872000,
seq_260_80,10369705,
seq_260_81,10537538,
seq_260_82,10751331,
seq_260_83,10845797,
seq_260_84,10443377,
seq_260_85,10728970,
seq_260_86,11449717,
seq_260_87,10559730,
seq_260_88,10495504,
seq_260_89,10231810,
seq_260_90,10828809,
seq_260_91,11731250,
seq_260_92,10441036,
seq_260_93,10462048,
seq_260_94,10888608,
seq_260_95,10846430,
seq_260_96,10430140,
seq_260_97,10690533,
seq_260_98,10939891,
seq_260_99,10496693,
seq_270_0,11525544,
seq_270_1,11224578,
seq_270_2,11978555,
seq_270_3,12615127,
seq_270_4,11510321,
seq_270_5,11271851,
seq_270_6,11802042,
seq_270_7,12742362,
seq_270_8,12061613,
seq_270_9,11479213,
seq_270_10,12041994,
seq_270_11,12344337,
seq_270_12,11779332,
seq_270_13,12501980,
seq_270_14,11996058,
seq_270_15,11467311,
seq_270_16,11873047,
seq_270_17,11935128,
seq_270_18,11810719,
seq_270_19,11451067,
seq_270_20,12100885,
seq_270_21,12307297,
seq_270_22,11668704,
seq_270_23,12040649,
seq_270_24,11778703,
seq_270_25,12291886,
seq_270_26,11865305,
seq_270_27,11680799,
seq_270_28,12223511,
seq_270_29,11994752,
seq_270_30,12660315,
seq_270_31,11916186,
seq_270_32,11922998,
seq_270_33,12096197,
seq_270_34,12386526,
seq_270_35,11561020,
seq_270_36,11753778,
seq_270_37,12565214,
seq_270_38,11759271,
seq_270_39,11876661,
seq_270_40,12107404,
seq_270_41,12502089,
seq_270_42,11582690,
seq_270_43,11672082,
seq_270_44,12105252,
seq_270_45,12163298,
seq_270_46,11691738,
seq_270_47,11388751,
seq_270_48,12505654,
seq_270_49,11758551,
seq_270_50,11318668,
seq_270_51,12534482,
seq_270_52,11942437,
seq_270_53,12149990,
seq_270_54,11533181,
seq_270_55,12206467,
seq_270_56,11494755,
seq_270_57,11890036,
seq_270_58,12375174,
seq_270_59,12369602,
seq_270_60,11403950,
seq_270_61,11725662,
seq_270_62,11978535,
seq_270_63,11554391,
seq_270_64,12005851,
seq_270_65,12245161,
seq_270_66,11674820,
seq_270_67,11825285,
seq_270_68,11968234,
seq_270_69,11921416,
seq_270_70,11783374,
seq_270_71,11549872,
seq_270_72,12253205,
seq_270_73,12062201,
seq_270_74,11864225,
seq_270_75,11766990,
seq_270_76,12124643,
seq_270_77,11971789,
seq_270_78,11952658,
seq_270_79,12515264,
seq_270_80,12252849,
seq_270_81,12314046,
seq_270_82,11494791,
seq_270_83,11708920,
seq_270_84,12315771,
seq_270_85,12158350,
seq_270_86,12291227,
seq_270_87,12004472,
seq_270_88,11632907,
seq_270_89,12591260,
seq_270_90,11845646,
seq_270_91,11500416,
seq_270_92,11339922,
seq_270_93,12400349,
seq_270_94,11813542,
seq_270_95,11986412,
seq_270_96,11555285,
seq_270_97,11840777,
seq_270_98,11617574,
seq_270_99,11762148,
seq_280_0,14031990,
seq_280_1,13635165,
seq_280_2,12992432,
seq_280_3,12608372,
seq_280_4,13424308,
seq_280_5,13464010,
seq_280_6,13227189,
seq_280_7,13734701,
seq_280_8,12965953,
seq_280_9,12767298,
seq_280_10,13422372,
seq_280_11,13059931,
seq_280_12,13454448,
seq_280_13,13622927,
seq_280_14,13076442,
seq_280_15,13754152,
seq_280_16,13459752,
seq_280_17,12800737,
seq_280_18,13391769,
seq_280_19,13438945,
seq_280_20,13160147,
seq_280_21,13898252,
seq_280_22,13446345,
seq_280_23,13208780,
seq_280_24,13767601,
seq_280_25,13719263,
seq_280_26,12891364,
seq_280_27,13898367,
seq_280_28,12634338,
seq_280_29,12809112,
seq_280_30,13580666,
seq_280_31,13840445,
seq_280_32,13325157,
seq_280_33,12962475,
seq_280_34,13327303,
seq_280_35,13403926,
seq_280_36,13230486,
seq_280_37,13025641,
seq_280_38,13693566,
seq_280_39,13429447,
seq_280_40,13364206,
seq_280_41,14417983,
seq_280_42,14905617,
seq_280_43,13290814,
seq_280_44,13244749,
seq_280_45,13678653,
seq_280_46,13205130,
seq_280_47,13079141,
seq_280_48,12865220,
seq_280_49,13133526,
seq_280_50,12822821,
seq_280_51,14006536,
seq_280_52,13221474,
seq_280_53,13318542,
seq_280_54,13333616,
seq_280_55,12854193,
seq_280_56,13652709,
seq_280_57,13212830,
seq_280_58,13266868,
seq_280_59,13488319,
seq_280_60,13311926,
seq_280_61,13606212,
seq_280_62,12729072,
seq_280_63,13171802,
seq_280_64,13835975,
seq_280_65,12862563,
seq_280_66,13226281,
seq_280_67,13335733,
seq_280_68,14149623,
seq_280_69,13183689,
seq_280_70,13385884,
seq_280_71,13436551,
seq_280_72,13748444,
seq_280_73,13450700,
seq_280_74,13105892,
seq_280_75,13319813,
seq_280_76,13368269,
seq_280_77,13161919,
seq_280_78,13647007,
seq_280_79,13104982,
seq_280_80,13255695,
seq_280_81,13452468,
seq_280_82,13568134,
seq_280_83,12843413,
seq_280_84,13362723,
seq_280_85,12926333,
seq_280_86,13074359,
seq_280_87,13406980,
seq_280_88,14030124,
seq_280_89,13391915,
seq_280_90,14158648,
seq_280_91,13289600,
seq_280_92,12830528,
seq_280_93,13328433,
seq_280_94,13499942,
seq_280_95,12882291,
seq_280_96,14167819,
seq_280_97,13225627,
seq_280_98,13201941,
seq_280_99,13364328,
seq_290_0,14458197,
seq_290_1,14024717,
seq_290_2,14751852,
seq_290_3,14232028,
seq_290_4,14313261,
seq_290_5,15217892,
seq_290_6,14900517,
seq_290_7,14525737,
seq_290_8,14803373,
seq_290_9,14679469,
seq_290_10,15286293,
seq_290_11,15623421,
seq_290_12,14314492,
seq_290_13,14782375,
seq_290_14,15238670,
seq_290_15,14749366,
seq_290_16,14521994,
seq_290_17,15079845,
seq_290_18,14703119,
seq_290_19,14691003,
seq_290_20,17720498,
seq_290_21,16720642,
seq_290_22,16877278,
seq_290_23,14229936,
seq_290_24,14529754,
seq_290_25,15567916,
seq_290_26,14598571,
seq_290_27,15390768,
seq_290_28,15165763,
seq_290_29,14822698,
seq_290_30,14231020,
seq_290_31,15168181,
seq_290_32,14543568,
seq_290_33,14992474,
seq_290_34,15325704,
seq_290_35,14215796,
seq_290_36,14855717,
seq_290_37,14676304,
seq_290_38,15425698,
seq_290_39,15227468,
seq_290_40,14541051,
seq_290_41,14290366,
seq_290_42,15449449,
seq_290_43,14286728,
seq_290_44,14176753,
seq_290_45,14652278,
seq_290_46,14440219,
seq_290_47,14773887,
seq_290_48,14822795,
seq_290_49,14794550,
seq_290_50,15242826,
seq_290_51,15232994,
seq_290_52,14454370,
seq_290_53,15059826,
seq_290_54,14785395,
seq_290_55,14353194,
seq_290_56,14619168,
seq_290_57,15225413,
seq_290_58,14635200,
seq_290_59,14429219,
seq_290_60,15260581,
seq_290_61,14533233,
seq_290_62,14254455,
seq_290_63,14574397,
seq_290_64,14949780,
seq_290_65,14606421,
seq_290_66,14862723,
seq_290_67,14871085,
seq_290_68,15130684,
seq_290_69,15287178,
seq_290_70,15097884,
seq_290_71,14759719,
seq_290_72,15019457,
seq_290_73,14465211,
seq_290_74,14158698,
seq_290_75,15176358,
seq_290_76,14637853,
seq_290_77,14452228,
seq_290_78,15506425,
seq_290_79,14937819,
seq_290_80,14557439,
seq_290_81,14823194,
seq_290_82,14513643,
seq_290_83,14284563,
seq_290_84,14645250,
seq_290_85,15463349,
seq_290_86,15241278,
seq_290_87,14957125,
seq_290_88,15066560,
seq_290_89,14018213,
seq_290_90,15248355,
seq_290_91,14587178,
seq_290_92,14316003,
seq_290_93,14629040,
seq_290_94,14569594,
seq_290_95,15373889,
seq_290_96,14885073,
seq_290_97,15347827,
seq_290_98,14731561,
seq_290_99,15318830,
seq_300_0,16550685,
seq_300_1,16292619,
seq_300_2,17088258,
seq_300_3,16566584,
seq_300_4,15871937,
seq_300_5,17629789,
seq_300_6,15776449,
seq_300_7,16379771,
seq_300_8,16984044,
seq_300_9,18728112,
seq_300_10,16681454,
seq_300_11,16192623,
seq_300_12,16170095,
seq_300_13,16455301,
seq_300_14,16173421,
seq_300_15,16186468,
seq_300_16,16209329,
seq_300_17,16190428,
seq_300_18,15856475,
seq_300_19,16265340,
seq_300_20,17434514,
seq_300_21,15833341,
seq_300_22,16793008,
seq_300_23,16313929,
seq_300_24,15971465,
seq_300_25,16736165,
seq_300_26,16375884,
seq_300_27,16846205,
seq_300_28,16696766,
seq_300_29,16026320,
seq_300_30,15537019,
seq_300_31,16764093,
seq_300_32,16354722,
seq_300_33,16282034,
seq_300_34,16928600,
seq_300_35,16217318,
seq_300_36,16436508,
seq_300_37,16270575,
seq_300_38,18080561,
seq_300_39,17291425,
seq_300_40,16887063,
seq_300_41,15729431,
seq_300_42,16573906,
seq_300_43,16869590,
seq_300_44,16225195,
seq_300_45,16641474,
seq_300_46,15873541,
seq_300_47,15957639,
seq_300_48,16359640,
seq_300_49,16574701,
seq_300_50,15434502,
seq_300_51,16381079,
seq_300_52,16565494,
seq_300_53,16063986,
seq_300_54,16508598,
seq_300_55,16770277,
seq_300_56,16786125,
seq_300_57,16532538,
seq_300_58,15571771,
seq_300_59,16110801,
seq_300_60,16951109,
seq_300_61,16105908,
seq_300_62,15811897,
seq_300_63,16736688,
seq_300_64,16215144,
seq_300_65,16319062,
seq_300_66,16412716,
seq_300_67,15888319,
seq_300_68,17444948,
seq_300_69,17679313,
seq_300_70,15968315,
seq_300_71,15990140,
seq_300_72,17723724,
seq_300_73,15530771,
seq_300_74,15581580,
seq_300_75,16978633,
seq_300_76,15767077,
seq_300_77,15494761,
seq_300_78,17584897,
seq_300_79,15424106,
seq_300_80,15582572,
seq_300_81,16436859,
seq_300_82,15689241,
seq_300_83,15947928,
seq_300_84,16427254,
seq_300_85,16476312,
seq_300_86,16139640,
seq_300_87,16512542,
seq_300_88,16443862,
seq_300_89,16666646,
seq_300_90,15418027,
seq_300_91,16490693,
seq_300_92,15870662,
seq_300_93,16345870,
seq_300_94,16010139,
seq_300_95,15455727,
seq_300_96,15598835,
seq_300_97,16318947,
seq_300_98,17399302,
seq_300_99,16695960,
seq_310_0,18506201,
seq_310_1,17594506,
seq_310_2,18602486,
seq_310_3,17872910,
seq_310_4,18539528,
seq_310_5,17603710,
seq_310_6,17690689,
seq_310_7,17558460,
seq_310_8,17914755,
seq_310_9,18299713,
seq_310_10,18159586,
seq_310_11,17482574,
seq_310_12,17427689,
seq_310_13,17139860,
seq_310_14,17794738,
seq_310_15,18451763,
seq_310_16,17525621,
seq_310_17,18037521,
seq_310_18,17828648,
seq_310_19,18200651,
seq_310_20,17433276,
seq_310_21,17611180,
seq_310_22,18214097,
seq_310_23,18675290,
seq_310_24,17340804,
seq_310_25,17809056,
seq_310_26,18548015,
seq_310_27,18627478,
seq_310_28,18251313,
seq_310_29,18546494,
seq_310_30,17667458,
seq_310_31,17650517,
seq_310_32,19173038,
seq_310_33,17838301,
seq_310_34,18557229,
seq_310_35,18267212,
seq_310_36,20334118,
seq_310_37,19312648,
seq_310_38,17005539,
seq_310_39,17972222,
seq_310_40,17967446,
seq_310_41,17594235,
seq_310_42,19060595,
seq_310_43,18722707,
seq_310_44,18511904,
seq_310_45,16748602,
seq_310_46,17369404,
seq_310_47,18175825,
seq_310_48,17569105,
seq_310_49,18041719,
seq_310_50,19154659,
seq_310_51,17423437,
seq_310_52,18119998,
seq_310_53,17473905,
seq_310_54,18072241,
seq_310_55,18568511,
seq_310_56,17952496,
seq_310_57,19310769,
seq_310_58,17699540,
seq_310_59,18003204,
seq_310_60,18203991,
seq_310_61,17784030,
seq_310_62,17741713,
seq_310_63,18987464,
seq_310_64,17330899,
seq_310_65,17984376,
seq_310_66,17885882,
seq_310_67,18345464,
seq_310_68,17328650,
seq_310_69,18307459,
seq_310_70,18601105,
seq_310_71,17222967,
seq_310_72,17910601,
seq_310_73,18656883,
seq_310_74,17647130,
seq_310_75,17888993,
seq_310_76,17957361,
seq_310_77,18396976,
seq_310_78,18082700,
seq_310_79,17883915,
seq_310_80,18150220,
seq_310_81,17423358,
seq_310_82,17628401,
seq_310_83,17352576,
seq_310_84,18188838,
seq_310_85,17985681,
seq_310_86,18066826,
seq_310_87,18525760,
seq_310_88,17859765,
seq_310_89,17985387,
seq_310_90,18100104,
seq_310_91,18053469,
seq_310_92,18795520,
seq_310_93,17526721,
seq_310_94,18527111,
seq_310_95,17806814,
seq_310_96,18347534,
seq_310_97,19038516,
seq_310_98,17386022,
seq_310_99,18497154,
seq_320_0,20012141,
seq_320_1,19713685,
seq_320_2,19291511,
seq_320_3,19536880,
seq_320_4,19779754,
seq_320_5,20144970,
seq_320_6,19826595,
seq_320_7,18924894,
seq_320_8,18574130,
seq_320_9,19895826,
seq_320_10,19563126,
seq_320_11,19205442,
seq_320_12,20182629,
seq_320_13,19433137,
seq_320_14,19396966,
seq_320_15,19971821,
seq_320_16,19994769,
seq_320_17,19558356,
seq_320_18,19673779,
seq_320_19,19453479,
seq_320_20,20497049,
seq_320_21,20259451,
seq_320_22,20456652,
seq_320_23,20354157,
seq_320_24,19919613,
seq_320_25,22185481,
seq_320_26,19684065,
seq_320_27,20245928,
seq_320_28,19692040,
seq_320_29,20168756,
seq_320_30,20220427,
seq_320_31,20522989,
seq_320_32,19221690,
seq_320_33,19522270,
seq_320_34,19872423,
seq_320_35,19968564,
seq_320_36,19456326,
seq_320_37,20115397,
seq_320_38,18942181,
seq_320_39,19899382,
seq_320_40,19480559,
seq_320_41,20103553,
seq_320_42,19632012,
seq_320_43,19812645,
seq_320_44,20164207,
seq_320_45,19561761,
seq_320_46,19083007,
seq_320_47,20116764,
seq_320_48,19243751,
seq_320_49,19737383,
seq_320_50,19679812,
seq_320_51,19889059,
seq_320_52,19030590,
seq_320_53,20486708,
seq_320_54,18958618,
seq_320_55,19056666,
seq_320_56,19854026,
seq_320_57,21176163,
seq_320_58,19509748,
seq_320_59,19829658,
seq_320_60,19485929,
seq_320_61,19962180,
seq_320_62,19457718,
seq_320_63,20341734,
seq_320_64,19030317,
seq_320_65,19746029,
seq_320_66,22163575,
seq_320_67,20611480,
seq_320_68,19278395,
seq_320_69,19702671,
seq_320_70,20448035,
seq_320_71,19310206,
seq_320_72,20643728,
seq_320_73,19251051,
seq_320_74,19561365,
seq_320_75,19869565,
seq_320_76,20194704,
seq_320_77,20658049,
seq_320_78,20303871,
seq_320_79,20359262,
seq_320_80,19785305,
seq_320_81,19601817,
seq_320_82,19264189,
seq_320_83,20699839,
seq_320_84,20974708,
seq_320_85,19902824,
seq_320_86,18989116,
seq_320_87,19522672,
seq_320_88,21224510,
seq_320_89,19618125,
seq_320_90,20392192,
seq_320_91,20528733,
seq_320_92,19229195,
seq_320_93,19395067,
seq_320_94,19096638,
seq_320_95,20104697,
seq_320_96,20046235,
seq_320_97,20175314,
seq_320_98,19168808,
seq_320_99,21082165,
seq_330_0,21463441,
seq_330_1,22000014,
seq_330_2,21200967,
seq_330_3,21957778,
seq_330_4,21939940,
seq_330_5,22103730,
seq_330_6,22812292,
seq_330_7,21770947,
seq_330_8,21576839,
seq_330_9,21748228,
seq_330_10,21125210,
seq_330_11,21171987,
seq_330_12,22792080,
seq_330_13,21553931,
seq_330_14,21568900,
seq_330_15,22065486,
seq_330_16,21239105,
seq_330_17,21498599,
seq_330_18,21597587,
seq_330_19,20900049,
seq_330_20,22437166,
seq_330_21,21758762,
seq_330_22,21672770,
seq_330_23,21458549,
seq_330_24,22447201,
seq_330_25,21156985,
seq_330_26,20995492,
seq_330_27,21218045,
seq_330_28,23267819,
seq_330_29,21572633,
seq_330_30,21922323,
seq_330_31,21749544,
seq_330_32,22505646,
seq_330_33,20897385,
seq_330_34,22602514,
seq_330_35,21581337,
seq_330_36,20663443,
seq_330_37,22681690,
seq_330_38,21951437,
seq_330_39,21823152,
seq_330_40,21534163,
seq_330_41,22011525,
seq_330_42,21836785,
seq_330_43,21650490,
seq_330_44,22446003,
seq_330_45,21279569,
seq_330_46,21510802,
seq_330_47,21587791,
seq_330_48,22583855,
seq_330_49,21354213,
seq_330_50,21965401,
seq_330_51,22274336,
seq_330_52,21659625,
seq_330_53,21573646,
seq_330_54,21515620,
seq_330_55,22291313,
seq_330_56,21385443,
seq_330_57,21986415,
seq_330_58,21383692,
seq_330_59,21539522,
seq_330_60,22087336,
seq_330_61,21775499,
seq_330_62,22001793,
seq_330_63,22602797,
seq_330_64,21908581,
seq_330_65,22393678,
seq_330_66,21414935,
seq_330_67,22500401,
seq_330_68,21927052,
seq_330_69,22088555,
seq_330_70,21693273,
seq_330_71,22052396,
seq_330_72,21148209,
seq_330_73,22727118,
seq_330_74,23702913,
seq_330_75,21802236,
seq_330_76,22243428,
seq_330_77,21871687,
seq_330_78,20818394,
seq_330_79,22607216,
seq_330_80,21678548,
seq_330_81,22198090,
seq_330_82,21168114,
seq_330_83,21788697,
seq_330_84,21668416,
seq_330_85,21821400,
seq_330_86,21495727,
seq_330_87,21616788,
seq_330_88,21652667,
seq_330_89,21910261,
seq_330_90,23423625,
seq_330_91,22969417,
seq_330_92,20652255,
seq_330_93,21298636,
seq_330_94,21691853,
seq_330_95,22088696,
seq_330_96,21071014,
seq_330_97,21583447,
seq_330_98,21861281,
seq_330_99,21877816,
seq_340_0,23156917,
seq_340_1,23903535,
seq_340_2,23548906,
seq_340_3,22968503,
seq_340_4,23654738,
seq_340_5,24027753,
seq_340_6,25185275,
seq_340_7,23824487,
seq_340_8,22849934,
seq_340_9,24645708,
seq_340_10,23418228,
seq_340_11,23179979,
seq_340_12,22893713,
seq_340_13,23293733,
seq_340_14,24130632,
seq_340_15,24099364,
seq_340_16,24233160,
seq_340_17,23101463,
seq_340_18,24230139,
seq_340_19,24318645,
seq_340_20,24213254,
seq_340_21,23052075,
seq_340_22,22919406,
seq_340_23,23661635,
seq_340_24,23642005,
seq_340_25,24173116,
seq_340_26,24188495,
seq_340_27,23290200,
seq_340_28,22860166,
seq_340_29,24263698,
seq_340_30,23023572,
seq_340_31,22581417,
seq_340_32,24865510,
seq_340_33,24360287,
seq_340_34,24605753,
seq_340_35,22663425,
seq_340_36,23840768,
seq_340_37,23805625,
seq_340_38,24030186,
seq_340_39,22854688,
seq_340_40,23424760,
seq_340_41,24040745,
seq_340_42,24751151,
seq_340_43,24479193,
seq_340_44,23703902,
seq_340_45,27537758,
seq_340_46,23938229,
seq_340_47,23970397,
seq_340_48,24123210,
seq_340_49,24739300,
seq_340_50,24395269,
seq_340_51,23667514,
seq_340_52,23308456,
seq_340_53,24778657,
seq_340_54,24025715,
seq_340_55,23418017,
seq_340_56,25339681,
seq_340_57,24574765,
seq_340_58,23299860,
seq_340_59,22936804,
seq_340_60,23391804,
seq_340_61,23376483,
seq_340_62,23714941,
seq_340_63,24350891,
seq_340_64,23206458,
seq_340_65,23075955,
seq_340_66,22865122,
seq_340_67,23352246,
seq_340_68,23308633,
seq_340_69,24250232,
seq_340_70,26163041,
seq_340_71,23466672,
seq_340_72,25687698,
seq_340_73,24412708,
seq_340_74,23659356,
seq_340_75,23605168,
seq_340_76,24291031,
seq_340_77,23649839,
seq_340_78,25136636,
seq_340_79,23076326,
seq_340_80,24123599,
seq_340_81,23101239,
seq_340_82,23442625,
seq_340_83,23987170,
seq_340_84,23916069,
seq_340_85,24262386,
seq_340_86,23303948,
seq_340_87,23520549,
seq_340_88,23737124,
seq_340_89,24922328,
seq_340_90,23783741,
seq_340_91,24034336,
seq_340_92,23955645,
seq_340_93,23373391,
seq_340_94,24533827,
seq_340_95,22433188,
seq_340_96,23799837,
seq_340_97,23780612,
seq_340_98,23563211,
seq_340_99,22803543,
seq_350_0,25020114,
seq_350_1,25850923,
seq_350_2,26938445,
seq_350_3,25716294,
seq_350_4,26516321,
seq_350_5,25744395,
seq_350_6,25846665,
seq_350_7,26354892,
seq_350_8,27795197,
seq_350_9,25283023,
seq_350_10,25899653,
seq_350_11,27538654,
seq_350_12,26765121,
seq_350_13,25791711,
seq_350_14,26365801,
seq_350_15,25867853,
seq_350_16,26541064,
seq_350_17,26771602,
seq_350_18,26034535,
seq_350_19,26496792,
seq_350_20,25622905,
seq_350_21,27332450,
seq_350_22,26247307,
seq_350_23,26574295,
seq_350_24,27077022,
seq_350_25,24982861,
seq_350_26,25952804,
seq_350_27,25977837,
seq_350_28,26637444,
seq_350_29,25335270,
seq_350_30,26792087,
seq_350_31,25113055,
seq_350_32,25650106,
seq_350_33,25780428,
seq_350_34,26167252,
seq_350_35,26580096,
seq_350_36,27059993,
seq_350_37,25336820,
seq_350_38,26170208,
seq_350_39,26892368,
seq_350_40,28432660,
seq_350_41,25087859,
seq_350_42,26225556,
seq_350_43,24505590,
seq_350_44,25698545,
seq_350_45,27465301,
seq_350_46,27700758,
seq_350_47,25622820,
seq_350_48,26974373,
seq_350_49,25660768,
seq_350_50,27068017,
seq_350_51,26793755,
seq_350_52,26717672,
seq_350_53,25564629,
seq_350_54,26580294,
seq_350_55,29848718,
seq_350_56,27245379,
seq_350_57,25104004,
seq_350_58,26504759,
seq_350_59,26813064,
seq_350_60,28192861,
seq_350_61,25698716,
seq_350_62,25134453,
seq_350_63,26366038,
seq_350_64,25991204,
seq_350_65,26208153,
seq_350_66,26389993,
seq_350_67,25843656,
seq_350_68,27111121,
seq_350_69,25971693,
seq_350_70,27012404,
seq_350_71,25492466,
seq_350_72,26871296,
seq_350_73,24597722,
seq_350_74,25407900,
seq_350_75,26812804,
seq_350_76,26033157,
seq_350_77,26536985,
seq_350_78,24865816,
seq_350_79,26568567,
seq_350_80,26391220,
seq_350_81,26153470,
seq_350_82,25858881,
seq_350_83,25536444,
seq_350_84,25541166,
seq_350_85,26098197,
seq_350_86,26097042,
seq_350_87,26154880,
seq_350_88,27033812,
seq_350_89,25859026,
seq_350_90,25417055,
seq_350_91,25086664,
seq_350_92,26536615,
seq_350_93,25436541,
seq_350_94,26684707,
seq_350_95,25184817,
seq_350_96,25631845,
seq_350_97,25588268,
seq_350_98,27242775,
seq_350_99,25629118,
seq_360_0,31067539,
seq_360_1,28848658,
seq_360_2,29170248,
seq_360_3,26979913,
seq_360_4,29626227,
seq_360_5,28433914,
seq_360_6,30249360,
seq_360_7,28136445,
seq_360_8,29154479,
seq_360_9,27455193,
seq_360_10,28113259,
seq_360_11,27471768,
seq_360_12,30480662,
seq_360_13,27757940,
seq_360_14,28877487,
seq_360_15,29154893,
seq_360_16,28363370,
seq_360_17,28535210,
seq_360_18,29033817,
seq_360_19,28186218,
seq_360_20,27977355,
seq_360_21,27560075,
seq_360_22,27050192,
seq_360_23,27576970,
seq_360_24,27154501,
seq_360_25,27578109,
seq_360_26,28957260,
seq_360_27,28202181,
seq_360_28,28954572,
seq_360_29,28284067,
seq_360_30,30569489,
seq_360_31,27226675,
seq_360_32,29428818,
seq_360_33,27893747,
seq_360_34,29038159,
seq_360_35,30261808,
seq_360_36,30245012,
seq_360_37,29782925,
seq_360_38,28752385,
seq_360_39,27754462,
seq_360_40,26812803,
seq_360_41,30265040,
seq_360_42,28570896,
seq_360_43,27103714,
seq_360_44,28293427,
seq_360_45,27862693,
seq_360_46,28811729,
seq_360_47,28081262,
seq_360_48,28246750,
seq_360_49,28968804,
seq_360_50,27769787,
seq_360_51,27933957,
seq_360_52,28475078,
seq_360_53,29420093,
seq_360_54,27923255,
seq_360_55,28831880,
seq_360_56,29631140,
seq_360_57,26957582,
seq_360_58,31023470,
seq_360_59,27611118,
seq_360_60,28617221,
seq_360_61,28494348,
seq_360_62,28148726,
seq_360_63,27673593,
seq_360_64,27665021,
seq_360_65,26823737,
seq_360_66,32770608,
seq_360_67,27108898,
seq_360_68,26874971,
seq_360_69,28467453,
seq_360_70,28400499,
seq_360_71,28752092,
seq_360_72,28190570,
seq_360_73,27936326,
seq_360_74,29326206,
seq_360_75,27995263,
seq_360_76,27905750,
seq_360_77,27541148,
seq_360_78,27339064,
seq_360_79,28198078,
seq_360_80,28191226,
seq_360_81,26432421,
seq_360_82,28887520,
